model,feature,importance_mean,importance_std
random_survival_forest,spo2_mean_24h_missing,-2.494761001892165e-05,0.0001247380500948303
random_survival_forest,dbp_std_24h_missing,-2.494761001892165e-05,2.494761001892165e-05
random_survival_forest,temperature_std_24h_missing,-2.494761001892165e-05,2.494761001892165e-05
random_survival_forest,heart_rate_count_24h_missing,-2.494761001892165e-05,4.9895220037954324e-05
random_survival_forest,hemoglobin_count_24h_missing,-2.494761001892165e-05,0.0
random_survival_forest,resp_rate_count_24h,-3.7421415028382476e-05,6.236902504741515e-05
random_survival_forest,dbp_first_24h_missing,-3.7421415028382476e-05,1.2473805009460825e-05
random_survival_forest,temperature_first_24h_missing,-3.7421415028382476e-05,0.00013721185510429112
random_survival_forest,glucose_last_24h_missing,-3.7421415028382476e-05,1.2473805009460825e-05
random_survival_forest,mbp_mean_24h_missing,-3.7421415028382476e-05,1.2473805009460825e-05
random_survival_forest,creatinine_max_24h_missing,-3.7421415028382476e-05,1.2473805009460825e-05
random_survival_forest,wbc_std_24h_missing,-3.7421415028382476e-05,1.2473805009460825e-05
random_survival_forest,chloride_max_24h_missing,-3.742141502843799e-05,3.742141502843799e-05
random_survival_forest,spo2_min_24h_missing,-4.98952200378433e-05,7.484283005687598e-05
random_survival_forest,platelet_last_24h_missing,-4.98952200378433e-05,0.0
random_survival_forest,hemoglobin_min_24h_missing,-4.98952200378433e-05,0.0
random_survival_forest,hemoglobin_max_24h_missing,-4.98952200378433e-05,0.0
random_survival_forest,last_careunit_Coronary Care Unit (CCU),-4.98952200378433e-05,0.0
random_survival_forest,mbp_first_24h,-4.989522003789881e-05,0.0002494761001896051
random_survival_forest,glucose_std_24h,-4.989522003789881e-05,2.4947610018977162e-05
random_survival_forest,bicarbonate_slope_24h_missing,-4.989522003789881e-05,0.00019958088015165076
random_survival_forest,marital_status_UNKNOWN,-4.989522003789881e-05,0.0008482187406446129
random_survival_forest,dbp_mean_24h,-6.236902504735964e-05,8.731663506639231e-05
random_survival_forest,resp_rate_std_24h,-6.236902504735964e-05,0.00011226424508531396
random_survival_forest,resp_rate_slope_24h_missing,-6.236902504735964e-05,1.2473805009516337e-05
random_survival_forest,potassium_std_24h_missing,-6.236902504735964e-05,6.236902504735964e-05
random_survival_forest,race_simple_UNKNOWN,-6.236902504735964e-05,0.0002120546851611116
random_survival_forest,resp_rate_count_24h_missing,-7.484283005682046e-05,4.989522003789881e-05
random_survival_forest,potassium_mean_24h_missing,-7.484283005682046e-05,2.4947610018977162e-05
random_survival_forest,creatinine_std_24h_missing,-7.484283005682046e-05,0.0002494761001896051
random_survival_forest,mbp_mean_24h,-7.484283005687598e-05,0.00022452849017062793
random_survival_forest,sbp_std_24h_missing,-7.484283005687598e-05,0.0
random_survival_forest,wbc_last_24h_missing,-7.484283005687598e-05,0.0
random_survival_forest,wbc_max_24h_missing,-7.484283005687598e-05,0.0
random_survival_forest,wbc_slope_24h_missing,-7.484283005687598e-05,0.00022452849017062793
random_survival_forest,bun_count_24h_missing,-8.731663506628129e-05,3.742141502843799e-05
random_survival_forest,ph_max_24h_missing,-8.73166350663368e-05,6.236902504741515e-05
random_survival_forest,sbp_first_24h,-9.979044007579763e-05,0.00014968566011375195
random_survival_forest,glucose_mean_24h_missing,-9.979044007579763e-05,0.0001247380500948303
random_survival_forest,dbp_slope_24h_missing,-0.00011226424508525845,0.00013721185510429112
random_survival_forest,bun_min_24h_missing,-0.00011226424508525845,0.00016215946512321278
random_survival_forest,sodium_count_24h_missing,-0.00011226424508525845,0.00016215946512321278
random_survival_forest,glucose_count_24h,-0.00011226424508531396,3.742141502843799e-05
random_survival_forest,lactate_mean_24h_missing,-0.00012473805009471928,0.00014968566011375195
random_survival_forest,gender_male,-0.0001247380500947748,0.0001247380500947748
