term,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p),variable,concordance,partial_AIC
anchor_age,0.036625359847375714,1.0373043321801885,0.0012439792065907307,0.03418720540494117,0.03906351428981026,1.0347783046884533,1.0398365260312878,0.0,29.442099717849594,1.5891233218590754e-190,630.4981069410862,anchor_age,0.6287696969236599,99673.49934095268
gender_male,-0.01955472182836878,0.9806352315675596,0.02861491437075303,-0.07563892341574235,0.036529479759004786,0.9271509186141874,1.0372048801169638,0.0,-0.6833751649578736,0.4943698089561992,1.0163374539896037,gender_male,0.5023137273112932,100658.04479982224
cci_without_hf,0.19748374057836351,1.2183332554145003,0.005212139925801024,0.18726813404141024,0.2076993471153168,1.2059505981099814,1.2308430573982139,0.0,37.8891862823528,0.0,inf,cci_without_hf,0.6357379700298991,99409.47040535536
